# gapseq version: 1.2 dd8576dc
# Transporter sequence DB md5sum: b99a77e (2024-03-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P0ABU9|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABU9|1.A.30.2.2	54.348	5.36e-85	249	97	lcl|AP013070.1_cds_BAN53011.1_1158 [gene=tolQ] [locus_tag=PP4_11580] [protein=TolQ protein] [protein_id=BAN53011.1] [location=1335494..1336189] [gbkey=CDS]	4	693	transporter
gnl|TC-DB|W9BH30|1.A.46.2.8	1.A.46.2.8	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|W9BH30|1.A.46.2.8	35.216	9.70e-63	198	99	lcl|AP013070.1_cds_BAN53055.1_1202 [locus_tag=PP4_12020] [protein=hypothetical protein] [protein_id=BAN53055.1] [location=complement(1382003..1382902)] [gbkey=CDS]	1	888	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|O00631|1.A.50.2.1	56.000	3.1	21.2	77	lcl|AP013070.1_cds_BAN55341.1_3488 [locus_tag=PP4_34880] [protein=hypothetical protein] [protein_id=BAN55341.1] [location=3971483..3973018] [gbkey=CDS]	1054	1128	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|O00631|1.A.50.2.1	56.000	3.1	21.2	77	lcl|AP013070.1_cds_BAN55341.1_3488 [locus_tag=PP4_34880] [protein=hypothetical protein] [protein_id=BAN55341.1] [location=3971483..3973018] [gbkey=CDS]	1054	1128	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	29.126	6.04e-20	81.3	99	lcl|AP013070.1_cds_BAN56821.1_4968 [locus_tag=PP4_49680] [protein=hypothetical protein] [protein_id=BAN56821.1] [location=complement(5617710..5618321)] [gbkey=CDS]	1	606	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	29.126	6.04e-20	81.3	99	lcl|AP013070.1_cds_BAN56821.1_4968 [locus_tag=PP4_49680] [protein=hypothetical protein] [protein_id=BAN56821.1] [location=complement(5617710..5618321)] [gbkey=CDS]	1	606	transporter
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9XG70|1.A.8.10.2	33.641	9.72e-20	82.4	82	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	34	666	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P25818|1.A.8.10.3	33.624	2.41e-17	76.3	84	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	31	678	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	68.345	6.54e-123	350	99	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	16	849	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	36.564	1.21e-33	120	79	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	1	678	transporter
gnl|TC-DB|Q8W037|1.A.8.12.4	1.A.8.12.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8W037|1.A.8.12.4	30.172	5.15e-32	116	77	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	1	684	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	39.815	4.15e-24	94.4	85	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	1	591	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	34.263	8.02e-27	101	99	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	7	693	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	36.564	6.81e-25	95.5	99	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	19	696	transporter
gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	38.224	1.82e-32	118	89	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	25	792	transporter
gnl|TC-DB|P22094|1.A.8.2.2	1.A.8.2.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P22094|1.A.8.2.2	25.874	2.07e-10	57.8	98	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	25	765	transporter
gnl|TC-DB|P52280|1.A.8.2.3	1.A.8.2.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P52280|1.A.8.2.3	29.796	3.88e-12	62.0	91	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	43	732	transporter
gnl|TC-DB|C6VJ63|1.A.8.2.4	1.A.8.2.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C6VJ63|1.A.8.2.4	29.961	1.92e-21	87.8	100	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	28	783	transporter
gnl|TC-DB|D7V7W8|1.A.8.2.5	1.A.8.2.5	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V7W8|1.A.8.2.5	36.585	3.53e-18	79.0	81	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	43	645	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	32.636	7.95e-17	75.1	92	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	13	720	transporter
gnl|TC-DB|D7VEY8|1.A.8.2.7	1.A.8.2.7	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VEY8|1.A.8.2.7	31.336	1.48e-16	74.7	82	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	25	648	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	30.000	1.48e-11	60.5	97	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	34	771	transporter
gnl|TC-DB|D0JBC9|1.A.8.2.9	1.A.8.2.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D0JBC9|1.A.8.2.9	33.203	6.89e-25	97.4	98	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	34	762	transporter
gnl|TC-DB|B5L019|1.A.8.8.15	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B5L019|1.A.8.8.15	36.607	2.51e-34	121	82	lcl|AP013070.1_cds_BAN53338.1_1485 [gene=aqpZ] [locus_tag=PP4_14850] [protein=aquaporin Z] [protein_id=BAN53338.1] [location=1718957..1719655] [gbkey=CDS]	10	675	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	41.026	1.60e-58	186	91	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	19	828	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	38.735	1.18e-40	140	84	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	10	762	transporter
gnl|TC-DB|Q8WPZ6|1.A.8.9.13	1.A.8.9.13	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8WPZ6|1.A.8.9.13	35.496	7.77e-37	129	94	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	37	819	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.14	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	41.026	1.60e-58	186	91	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	19	828	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	32.721	1.47e-30	114	80	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	1	792	transporter
gnl|TC-DB|Q388I5|1.A.8.9.19	1.A.8.9.19	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q388I5|1.A.8.9.19	34.440	8.57e-31	114	75	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	43	765	transporter
gnl|TC-DB|P56627|1.A.8.9.2	1.A.8.9.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P56627|1.A.8.9.2	38.849	3.60e-52	170	92	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	19	837	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.21	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	38.017	7.90e-43	146	77	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	43	765	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	36.765	4.40e-46	154	90	lcl|AP013070.1_cds_BAN52872.1_1019 [gene=glpF] [locus_tag=PP4_10190] [protein=glycerol uptake facilitator protein] [protein_id=BAN52872.1] [location=complement(1180022..1180873)] [gbkey=CDS]	25	831	transporter
gnl|TC-DB|C6L855|1.A.98.1.1	1.A.98.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|C6L855|1.A.98.1.1	37.143	0.50	26.2	77	lcl|AP013070.1_cds_BAN52922.1_1069 [locus_tag=PP4_10690] [protein=putative outer membrane protein] [protein_id=BAN52922.1] [location=1230177..1231169] [gbkey=CDS]	647	817	transporter
gnl|TC-DB|Q50E47|1.A.98.1.2	1.A.98.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q50E47|1.A.98.1.2	39.286	0.58	24.6	93	lcl|AP013070.1_cds_BAN54403.1_2550 [locus_tag=PP4_25500] [protein=putative oxidoreductase] [protein_id=BAN54403.1] [location=complement(2906186..2907196)] [gbkey=CDS]	413	553	transporter
gnl|TC-DB|P13036|1.B.14.1.20	1.B.14.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P13036|1.B.14.1.20	63.710	0.0	950	95	lcl|AP013070.1_cds_BAN52616.1_763 [gene=fecA] [locus_tag=PP4_07630] [protein=ferric citrate receptor] [protein_id=BAN52616.1] [location=complement(885833..888157)] [gbkey=CDS]	97	2322	transporter
gnl|TC-DB|P05825|1.B.14.1.22	1.B.14.1.22	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P05825|1.B.14.1.22	47.791	0.0	605	98	lcl|AP013070.1_cds_BAN55402.1_3549 [gene=fepA] [locus_tag=PP4_35490] [protein=ferric enterobactin receptor] [protein_id=BAN55402.1] [location=complement(4034686..4036926)] [gbkey=CDS]	76	2238	transporter
gnl|TC-DB|P33369|1.B.17.3.10	1.B.17.3.10	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P33369|1.B.17.3.10	27.578	2.30e-34	132	88	lcl|AP013070.1_cds_BAN52639.1_786 [locus_tag=PP4_07860] [protein=putative outer membrane protein] [protein_id=BAN52639.1] [location=910876..912327] [gbkey=CDS]	166	1398	transporter
gnl|TC-DB|Q51485|1.B.19.1.1	1.B.19.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q51485|1.B.19.1.1	80.000	0.0	714	93	lcl|AP013070.1_cds_BAN56151.1_4298 [gene=oprB1] [locus_tag=PP4_42980] [protein=glucose-inducible porin OprB1] [protein_id=BAN56151.1] [location=complement(4872811..4874154)] [gbkey=CDS]	88	1341	transporter
gnl|TC-DB|P71469|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71469|1.C.29.1.1	27.660	0.57	24.6	90	lcl|AP013070.1_cds_BAN53560.1_1707 [gene=treY] [locus_tag=PP4_17070] [protein=putative maltooligosyltrehalose synthase] [protein_id=BAN53560.1] [location=complement(1981298..1984072)] [gbkey=CDS]	1686	1546	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	24.046	2.21e-14	70.1	82	lcl|AP013070.1_cds_BAN56650.1_4797 [locus_tag=PP4_47970] [protein=hypothetical protein] [protein_id=BAN56650.1] [location=complement(5433699..5434730)] [gbkey=CDS]	10	765	transporter
gnl|TC-DB|Q8EDB6|2.A.102.3.4	2.A.102.3.4	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8EDB6|2.A.102.3.4	42.917	2.80e-54	174	89	lcl|AP013070.1_cds_BAN52386.1_533 [gene=yfcA] [locus_tag=PP4_05330] [protein=hypothetical protein YfcA] [protein_id=BAN52386.1] [location=complement(615379..616170)] [gbkey=CDS]	1	714	transporter
gnl|TC-DB|P53157|2.A.105.1.1	2.A.105.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P53157|2.A.105.1.1	25.893	4.9	24.3	75	lcl|AP013070.1_cds_BAN56593.1_4740 [locus_tag=PP4_47400] [protein=putative major facilitator superfamily transporter] [protein_id=BAN56593.1] [location=complement(5375969..5377321)] [gbkey=CDS]	424	717	transporter
gnl|TC-DB|Q8EHY3|2.A.106.1.8	2.A.106.1.8	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q8EHY3|2.A.106.1.8	53.631	3.23e-55	171	97	lcl|AP013070.1_cds_BAN56370.1_4517 [locus_tag=PP4_45170] [protein=hypothetical protein] [protein_id=BAN56370.1] [location=5133363..5133947] [gbkey=CDS]	4	540	transporter
gnl|TC-DB|Q8EHY3|2.A.106.1.8	2.A.106.1.8	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|Q8EHY3|2.A.106.1.8	53.631	3.23e-55	171	97	lcl|AP013070.1_cds_BAN56370.1_4517 [locus_tag=PP4_45170] [protein=hypothetical protein] [protein_id=BAN56370.1] [location=5133363..5133947] [gbkey=CDS]	4	540	transporter
gnl|TC-DB|Q58AJ4|2.A.108.2.1	2.A.108.2.1	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q58AJ4|2.A.108.2.1	36.645	3.74e-88	285	94	lcl|AP013070.1_cds_BAN52031.1_178 [locus_tag=PP4_01780] [protein=hypothetical protein] [protein_id=BAN52031.1] [location=214960..216903] [gbkey=CDS]	112	1887	transporter
gnl|TC-DB|Q58AJ4|2.A.108.2.1	2.A.108.2.1	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q58AJ4|2.A.108.2.1	36.645	3.74e-88	285	94	lcl|AP013070.1_cds_BAN52031.1_178 [locus_tag=PP4_01780] [protein=hypothetical protein] [protein_id=BAN52031.1] [location=214960..216903] [gbkey=CDS]	112	1887	transporter
gnl|TC-DB|P31679|2.A.1.1.114	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P31679|2.A.1.1.114	44.875	7.44e-111	332	98	lcl|AP013070.1_cds_BAN53905.1_2052 [locus_tag=PP4_20520] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53905.1] [location=complement(2325106..2326482)] [gbkey=CDS]	13	1323	transporter
